object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
152,0,153,0,Label 1,1.0,0.0,80.0,10810.0,9667.0,10819.0,9680.0,10814.213,9672.862
153,0,154,0,Label 1,1.0,0.0,227.0,8396.0,9683.0,8412.0,9703.0,8402.714,9693.009
154,0,155,0,Label 1,1.0,0.0,356.0,11189.0,9720.0,11221.0,9735.0,11206.382,9727.714
155,0,156,0,Label 1,1.0,0.0,156.0,10063.0,9757.0,10074.0,9776.0,10068.243,9766.378
156,0,157,0,Label 1,1.0,0.0,78.0,8617.0,9831.0,8629.0,9841.0,8622.82,9835.73
157,0,158,0,Label 1,1.0,0.0,365.0,8957.0,9980.0,8979.0,10001.0,8967.395,9989.874
158,0,159,0,Label 1,1.0,0.0,178.0,13102.0,10198.0,13115.0,10216.0,13107.573,10206.719
159,0,160,0,Label 1,1.0,0.0,292.0,8283.0,10284.0,8304.0,10305.0,8293.309,10294.441
160,0,161,0,Label 1,1.0,0.0,135.0,13056.0,10329.0,13070.0,10344.0,13062.259,10335.785
161,0,162,0,Label 1,1.0,0.0,222.0,11330.0,10362.0,11346.0,10381.0,11337.424,10370.937
162,0,163,0,Label 1,1.0,0.0,285.0,13752.0,10461.0,13774.0,10477.0,13762.604,10468.306
163,0,164,0,Label 1,1.0,0.0,278.0,13484.0,10535.0,13501.0,10557.0,13491.41,10545.763
164,0,165,0,Label 1,1.0,0.0,261.0,13805.0,10586.0,13821.0,10606.0,13813.0,10594.974
165,0,166,0,Label 1,1.0,0.0,425.0,8823.0,10645.0,8843.0,10683.0,8832.172,10663.153
166,0,167,0,Label 1,1.0,0.0,280.0,11674.0,10675.0,11693.0,10695.0,11682.539,10684.689
167,0,168,0,Label 1,1.0,0.0,287.0,8351.0,10761.0,8370.0,10781.0,8359.763,10771.303
